UnionSize,Weighted,TestNum,Time
40000,0,8,0.001267
40000,0,9,0.001375
40000,0,10,0.001298
40000,0,11,0.001289
40000,0,12,0.001285
40000,0,13,0.001464
40000,0,14,0.001315
40000,0,15,0.001338
40000,0,16,0.001429
40000,0,17,0.001375
40000,0,18,0.001471
40000,0,19,0.001308
40000,0,20,0.001295
40000,0,21,0.001321
40000,0,22,0.001302
40000,0,23,0.001372
40000,0,24,0.001338
40000,0,25,0.001283
40000,0,26,0.002233
40000,0,27,0.001303
40000,0,28,0.001329
40000,0,29,0.001326
40000,0,30,0.001297
40000,0,31,0.001401
40000,0,32,0.001327
40000,0,33,0.001349
40000,0,34,0.001296
40000,0,35,0.001373
40000,0,36,0.001280
40000,0,37,0.001432
40000,0,38,0.001873
40000,0,39,0.001801
40000,0,40,0.001864
40000,0,41,0.001618
40000,0,42,0.001300
40000,0,43,0.001342
40000,0,44,0.001360
40000,0,45,0.001316
40000,0,46,0.001326
40000,0,47,0.001297
40000,0,48,0.001335
40000,0,49,0.001339
40000,0,50,0.001305
45000,1,1,0.002370
45000,1,2,0.002266
45000,1,3,0.002022
45000,1,4,0.001995
45000,1,5,0.002059
45000,1,6,0.001981
45000,1,7,0.002025
45000,1,8,0.002002
45000,1,9,0.002152
45000,1,10,0.001982
45000,1,11,0.001967
45000,1,12,0.002100
45000,1,13,0.002154
45000,1,14,0.002036
45000,1,15,0.002060
45000,1,16,0.002067
45000,1,17,0.002081
45000,1,18,0.002125
45000,1,19,0.002240
45000,1,20,0.002014
45000,1,21,0.001980
45000,1,22,0.002031
45000,1,23,0.002130
45000,1,24,0.002183
45000,1,25,0.002091
45000,1,26,0.002012
45000,1,27,0.001986
45000,1,28,0.001987
45000,1,29,0.001924
45000,1,30,0.002005
45000,1,31,0.002055
45000,1,32,0.001976
45000,1,33,0.002002
45000,1,34,0.002102
45000,1,35,0.002167
45000,1,36,0.003033
45000,1,37,0.002156
45000,1,38,0.002085
45000,1,39,0.002599
45000,1,40,0.002520
45000,1,41,0.002574
45000,1,42,0.002618
45000,1,43,0.002323
45000,1,44,0.002016
45000,1,45,0.002178
45000,1,46,0.002037
45000,1,47,0.001974
45000,1,48,0.002079
45000,1,49,0.001994
45000,1,50,0.001959
45000,0,1,0.002340
45000,0,2,0.002148
45000,0,3,0.002224
45000,0,4,0.002223
45000,0,5,0.002082
45000,0,6,0.001783
45000,0,7,0.001509
45000,0,8,0.001954
45000,0,9,0.002062
45000,0,10,0.002148
45000,0,11,0.001490
45000,0,12,0.001491
45000,0,13,0.001481
45000,0,14,0.001491
45000,0,15,0.001895
45000,0,16,0.002063
45000,0,17,0.002055
45000,0,18,0.002021
45000,0,19,0.001986
45000,0,20,0.001661
45000,0,21,0.001725
45000,0,22,0.001677
45000,0,23,0.001923
45000,0,24,0.002034
45000,0,25,0.001656
45000,0,26,0.001672
45000,0,27,0.001834
45000,0,28,0.001672
45000,0,29,0.001665
45000,0,30,0.001586
45000,0,31,0.001716
45000,0,32,0.001656
45000,0,33,0.001752
45000,0,34,0.001729
45000,0,35,0.001721
45000,0,36,0.001832
45000,0,37,0.001618
45000,0,38,0.001650
45000,0,39,0.001601
45000,0,40,0.001626
45000,0,41,0.001656
45000,0,42,0.001608
45000,0,43,0.001643
45000,0,44,0.001638
45000,0,45,0.001757
45000,0,46,0.001651
45000,0,47,0.001718
45000,0,48,0.001689
45000,0,49,0.001670
45000,0,50,0.001721
50000,1,1,0.002246
50000,1,2,0.002741
50000,1,3,0.002467
50000,1,4,0.002223
50000,1,5,0.002318
50000,1,6,0.002430
50000,1,7,0.003160
50000,1,8,0.002732
50000,1,9,0.003153
50000,1,10,0.002261
50000,1,11,0.002782
50000,1,12,0.002948
50000,1,13,0.002552
50000,1,14,0.002170
50000,1,15,0.002196
50000,1,16,0.002194
50000,1,17,0.002221
50000,1,18,0.002327
50000,1,19,0.002361
50000,1,20,0.002254
50000,1,21,0.002206
50000,1,22,0.002217
50000,1,23,0.002150
50000,1,24,0.002247
50000,1,25,0.002399
50000,1,26,0.002171
50000,1,27,0.002229
50000,1,28,0.002262
50000,1,29,0.002255
50000,1,30,0.002334
50000,1,31,0.002741
50000,1,32,0.002759
50000,1,33,0.002773
50000,1,34,0.002701
50000,1,35,0.002416
50000,1,36,0.002266
50000,1,37,0.002227
50000,1,38,0.002341
50000,1,39,0.002158
50000,1,40,0.002819
50000,1,41,0.002763
50000,1,42,0.002160
50000,1,43,0.002652
50000,1,44,0.002326
50000,1,45,0.002254
50000,1,46,0.002987
50000,1,47,0.002791
50000,1,48,0.002857
50000,1,49,0.003005
50000,1,50,0.002844
50000,0,1,0.002264
50000,0,2,0.002852
50000,0,3,0.002124
50000,0,4,0.001767
50000,0,5,0.002256
